,name,year,vote_average,page_url,image_url,genres,director,actors,description
886,Attila,2001.0,7.169693654266958,https://www.tvmaze.com/shows/6034/attila,https://static.tvmaze.com/uploads/images/original_untouched/527/1319958.jpg,"Drama,Action&Adventure,Action",Unknown,"Gerard Butler, Powers Boothe, Tommy Flanagan, Liam Cunningham, Tim Curry","Attila the Hun, fabled leader of a band of nomadic warriors who fearlessly took on the might of the Roman Empire, has his life story brought to the screen in this two-part miniseries. Attila raised an army from the people of Caspia, and in time created a fighting force so strong that they received an annual tribute from the leaders of Rome as an inducement not to attack. Not all Romans were happy with this situation, and in time it was decided that General Aetius (Powers Boothe), a brave yet unscrupulous leader who attempted to usurp the rule of Empress Placidia, was the only man who could confront Attila on his own terms. Aetius recognized Attila's skills as a leader, and decided the best way to prevent him from invading Rome was to lead him into an alliance, as Rome and the Huns joined forces against a third nation. But despite their mutual respect, it soo..."
887,Red vs. Blue,2003.0,7.6,https://www.tvmaze.com/shows/6090/red-vs-blue,https://static.tvmaze.com/uploads/images/original_untouched/23/59239.jpg,"Comedy,Action&Adventure,Action",Unknown,"Matt Hullum, Dan Godwin, Geoff Ramsey, Gustavo Sorola, Jason Saldaña","Red vs. Blue centers on the Red and Blue Teams, two groups of soldiers engaged in a civil war. Each team occupies a small base in a box canyon known as Blood Gulch. According to Simmons (Gustavo Sorola), one of the Red Team soldiers, each team's base exists only in response to the other team's base. Although both teams generally dislike each other and have standing orders to defeat their opponents and capture their flag, neither team's soldiers are usually motivated to fight each other- if they are otherwise, neither are efficient. Teammates have an array of eccentric personalities and often create more problems for each other than for their enemies."
888,Face Off with Max Kellerman,2011.0,7.169693654266958,https://www.tvmaze.com/shows/6113/face-off-with-max-kellerman,https://static.tvmaze.com/uploads/images/original_untouched/23/59376.jpg,"Drama,Sports,Action",Unknown,Max Kellerman,On Face Off with Max Kellerman professional boxers are interviewed about their upcoming bouts.
890,The Persuaders,1971.0,7.5,https://www.tvmaze.com/shows/6133/the-persuaders,https://static.tvmaze.com/uploads/images/original_untouched/23/59438.jpg,"Drama,Action&Adventure,Action",Unknown,"Roger Moore, Tony Curtis, Laurence Naismith",English Lord Brett Sinclair and American Danny Wilde are both wealthy playboys; they are teamed together by Judge Fulton to investigate crimes which the police can't solve.
891,The Protectors,1972.0,7.169693654266958,https://www.tvmaze.com/shows/6135/the-protectors,https://static.tvmaze.com/uploads/images/original_untouched/23/59445.jpg,"Drama,Action&Adventure,Action",Unknown,"Robert Vaughn, Nyree Dawn Porter, Tony Anholt","Three affluent international private detectives/troubleshooters are charged with ensuring the protection of innocents. They belong to an organization called The Protectors and are based in London. Harry Rule leads the group. The Contessa lives in Italy when she isn't working with Harry; she runs her own detective agency that specializes in exposing art frauds and recovering stolen art. Paul Buchet works out of Paris, and is the group's researcher and gadget specialist."
892,Le comte de Monte Cristo,1998.0,7.169693654266958,https://www.tvmaze.com/shows/6140/le-comte-de-monte-cristo,https://static.tvmaze.com/uploads/images/original_untouched/23/59453.jpg,"Drama,Action&Adventure,Action",Unknown,"Gérard Depardieu, Christopher Thompson, Constanze Engelbrecht, Florence Darel, Héléne Vincent","Edmond Dantès is falsely accused of Bonapartism and sentenced to spend the rest of his life imprisoned in the dreaded Château d'If, an island fortress from which no prisoner has ever escaped, and to which the most dangerous political prisoners are sent. While imprisoned, he meets Abbé Faria, a fellow prisoner whom everyone believes to be mad. Abbé tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbé dies, and Edmond escapes disguised as the dead body to find the treasure Abbé told him of, so he can use the new-found wealth to exact revenge on those who have wronged him."
893,Blake's 7,1978.0,8.0,https://www.tvmaze.com/shows/6152/blakes-7,https://static.tvmaze.com/uploads/images/original_untouched/23/59605.jpg,"Drama,Science-Fiction,Action",Unknown,"Michael Keating, Paul Darrow, Gareth Thomas, Peter Tuddenham, Jan Chappell","In this British series by Terry Nation, Blake is a rebel framed for pedophilia. En route to a penal colony, Blake convinces several of his fellow prisoners to revolt. They find an alien spaceship and strike out to bring down the Empire. Some of them want freedom, some of them want money, some of them want to be left alone. Together, they are... Blake's 7."
894,Super Sentai,1975.0,6.4,https://www.tvmaze.com/shows/6160/super-sentai,https://static.tvmaze.com/uploads/images/original_untouched/286/716982.jpg,"Action&Adventure,Action",Unknown,"Hiroki Aiba, Naoya Makoto, Lisa Komaki, Hiroshi Miyauchi, Yukio Itô","The Super Sentai Series is the name given to the long-running Japanese superhero team genre of shows produced by Toei Co., Ltd., Toei Agency and Bandai, and aired by TV Asahi (""Super"" refers to their use of mecha, and ""sentai"" is the Japanese word for ""task force"" or, literally, ""fighting squadron"" and was also a term used for Japanese squadrons in World War II). The shows are of the tokusatsu genre, featuring live action characters and colorful special effects, and are aimed mainly at children. The Super Sentai Series is one of the most prominent tokusatsu productions in Japan, alongside the Ultra Series and the Kamen Rider Series, which it currently airs alongside in the Super Hero Time programming block on Sundays. Outside Japan, the Super Sentai Series are best known as the source material for the Power Rangers franchise."
895,Metalder,1987.0,7.169693654266958,https://www.tvmaze.com/shows/6161/metalder,https://static.tvmaze.com/uploads/images/original_untouched/23/59655.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,Unknown,"In 1945, Dr. Ryuichiro Koga designed Metalder as a top-secret weapon for the Japanese Imperial Army for use in the Pacific War, modeling it after his late son, Second Sub-lieutenant Tatsuo Koga. However, the pacifistic Dr. Koga put Metalder to sleep in the Silver Caucus base and left for the America to work for NASA. During the 42 years, Dr. Koga's former colleague Major Muraki became the evil God Neros, ruler of Neros Empire. God Neros sends out his massive armies to kill Dr. Koga, who learned of their organization and returned to Japan to activate Metalder. Koga desperately tries to activate his android creation, who he named Ryusei Tsurugi, but the android is unable to understand what to do. In order to give Ryusei a ""purpose"", Koga runs out of the Silver Caucus base, allowing Neros' troops to kill him. Suddenly seeing his creator die, Ryusei becomes shocked, and soon is beaten by Ner"
896,Secret State,2012.0,7.0,https://www.tvmaze.com/shows/6178/secret-state,https://static.tvmaze.com/uploads/images/original_untouched/23/59736.jpg,"Drama,Action",Unknown,"Gabriel Byrne, Rupert Graves, Gina McKee, Ruth Negga, Charles Dance","Gabriel Byrne stars as Deputy Prime Minister Tom Dawkins, who's thrust to the fore by catastrophic events, and ends up forced to take on the might of the Establishment."
898,Six Flying Dragons,2015.0,7.7,https://www.tvmaze.com/shows/6201/six-flying-dragons,https://static.tvmaze.com/uploads/images/original_untouched/23/59874.jpg,"Drama,History,Action",Unknown,"Yoo Ah In, Byun Yo Han, Kim Myung Min, Shin Se Kyung, Yoon Kyun Sang",A period drama that depicts the ambitions and success stories of six people with Lee Bang Won as the central figure. Lee Bang Won was the third king in the Joseon Dynasty. He helped his father King Taejo establish the Joseon Dynasty.
900,Section De Recherches,2006.0,7.169693654266958,https://www.tvmaze.com/shows/6214/section-de-recherches,https://static.tvmaze.com/uploads/images/original_untouched/23/59935.jpg,"Crime,Drama,Action",Unknown,Unknown,"The police work of a special Gendarmerie unit that operates in Bordeaux, their complicated cases and the interpersonal relationships established among the team members."
901,77 Sunset Strip,1958.0,7.8,https://www.tvmaze.com/shows/6272/77-sunset-strip,https://static.tvmaze.com/uploads/images/original_untouched/200/500752.jpg,"Crime,Drama,Action",Unknown,"Efrem Zimbalist, Jr., Roger Smith, Edd Byrnes, Jacqueline Beer, Louis Quinn","Private eye Stu Bailey is a suave, cultured former OSS officer who is an expert in languages. His partner, Jeff Spencer, is also a former undercover government agent, and like Bailey, a judo expert. The duo works out of an office at no. 77 Sunset Strip in Hollywood, but their cases lead them all over the world. "
902,Hawaiian Eye,1959.0,7.169693654266958,https://www.tvmaze.com/shows/6273/hawaiian-eye,https://static.tvmaze.com/uploads/images/original_untouched/24/60245.jpg,"Crime,Action&Adventure,Action",Unknown,"Connie Stevens, Douglas Mossman, Poncie Ponce, Robert Conrad, Anthony Eisley",Private Eyes Tom Lopaka (Robert Conrad) and Tracy Steele (Anthony Eisley) are based out of Hawaiian Village Resort where they work both hotel security and are hired by others to look into various matters. They're helped by their trusty right-hand man Kazuo Kim (Poncie Ponce) who runs a taxi company and is always eager to help them on Hawaiian Eye.
903,SurfSide 6,1960.0,7.169693654266958,https://www.tvmaze.com/shows/6274/surfside-6,https://static.tvmaze.com/uploads/images/original_untouched/516/1291087.jpg,"Crime,Drama,Action",Unknown,"Van Williams, Lee Patterson, Troy Donahue, Diane McBain","Surfside 6 is an ABC television series which aired from 1960 to 1962. The show centered on a Miami Beach detective agency set on a houseboat and featured Troy Donahue as Sandy Winfield II; Van Williams as Kenny Madison (a character recycled from Bourbon Street Beat); and Lee Patterson as Dave Thorne. Diane McBain co-starred as socialite Daphne Dutton, whose yacht was berthed next to their houseboat. Margarita Sierra also had a supporting role as Cha Cha O'Brien, an entertainer who worked at The Boom Boom Room, a popular Miami Beach hangout at the Fontainebleau Hotel, directly across the street from Surfside 6. Surfside 6 was in fact a real address in Miami Beach, where an unrelated houseboat was moored at the time; it can also be seen in the sweeping aerial establishing shot of the Fontainebleu in 1964's Goldfinger."
904,The Fantastic Journey,1977.0,7.169693654266958,https://www.tvmaze.com/shows/6276/the-fantastic-journey,https://static.tvmaze.com/uploads/images/original_untouched/530/1325157.jpg,"Action&Adventure,Science-Fiction,Action",Unknown,"Jared Martin, Carl Franklin, Ike Eisenmann, Roddy McDowall, Katie Saylor","The Fantastic Journey is an American science fiction television series about a family and their associates who charter a boat for a scientific expedition into the Caribbean. After an encounter in the area of the Bermuda Triangle with an unnatural green cloud, the group find themselves shipwrecked on a mysterious uncharted island from which they are unable to escape.They encounter Varian, initially disguised as an Arawak native, who is later revealed to be from the year 2230. A 23rd-century pacifist, musician and healer, Varian explains to the travelers that, like he and many before them, they have been caught in a space/time continuum where people from the past, present, future and from other worlds are trapped, co-existing on the island in a series of timezones. The only way home can be found in a place called ""Evoland"", which lies ""far to the rising sun"". The only way to travel between time zones is via invisible gateways that instantaneously transport individuals or groups from one zone to another."
